race_id,race_name,race_number,venue_name,start_time,course_info,race_details,entries
202442112106,浦和800ラウンド(C2),6,浦和,14:50,ダ800m,,"[{""horse_number"": ""1"", ""horse_name"": ""モーニングヒマワリ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""森泰斗"", ""trainer_name"": ""箕輪武"", ""odds"": ""6.6"", ""popularity"": ""4""}, {""horse_number"": ""2"", ""horse_name"": ""エイシンエメラルド"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""福原杏"", ""trainer_name"": ""工藤伸輔"", ""odds"": ""3.2"", ""popularity"": ""2""}, {""horse_number"": ""3"", ""horse_name"": ""アイアムカチマショ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""見越彬央"", ""trainer_name"": ""川島豊"", ""odds"": ""7.5"", ""popularity"": ""5""}, {""horse_number"": ""4"", ""horse_name"": ""コパノステファニー"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""中越琉世"", ""trainer_name"": ""田島寿一"", ""odds"": ""255.4"", ""popularity"": ""11""}, {""horse_number"": ""5"", ""horse_name"": ""エリークラウン"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""町田直希"", ""trainer_name"": ""入口由美"", ""odds"": ""29.4"", ""popularity"": ""7""}, {""horse_number"": ""6"", ""horse_name"": ""イデアガウディ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""赤津和希"", ""trainer_name"": ""鹿沼良和"", ""odds"": ""5.9"", ""popularity"": ""3""}, {""horse_number"": ""7"", ""horse_name"": ""クーネルアソブ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""秋元耕成"", ""trainer_name"": ""藪口一麻"", ""odds"": ""250.3"", ""popularity"": ""10""}, {""horse_number"": ""8"", ""horse_name"": ""クレウーサ"", ""sex_age"": ""牝5"", ""weight"": ""52.0"", ""jockey_name"": ""中島良美"", ""trainer_name"": ""小澤宏次"", ""odds"": ""184.6"", ""popularity"": ""9""}, {""horse_number"": ""9"", ""horse_name"": ""クインズハッピー"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""七夕裕次"", ""trainer_name"": ""小林真治"", ""odds"": ""3.1"", ""popularity"": ""1""}, {""horse_number"": ""10"", ""horse_name"": ""シノブデスティーノ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""田中涼"", ""trainer_name"": ""鈴木義久"", ""odds"": ""57.3"", ""popularity"": ""8""}, {""horse_number"": ""11"", ""horse_name"": ""エムリエール"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""西啓太"", ""trainer_name"": ""小澤宏次"", ""odds"": ""9.1"", ""popularity"": ""6""}]"
202442112107,新風特別(2歳),7,浦和,15:25,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""ナーヴィスゼータ"", ""sex_age"": ""牝2"", ""weight"": ""53.0"", ""jockey_name"": ""室陽一朗"", ""trainer_name"": ""宇野木博"", ""odds"": ""6.6"", ""popularity"": ""4""}, {""horse_number"": ""2"", ""horse_name"": ""パンプルミュゼ"", ""sex_age"": ""牡2"", ""weight"": ""55.0"", ""jockey_name"": ""菅原涼太"", ""trainer_name"": ""藤原智行"", ""odds"": ""13.9"", ""popularity"": ""5""}, {""horse_number"": ""3"", ""horse_name"": ""シェナノパリオ"", ""sex_age"": ""牡2"", ""weight"": ""56.0"", ""jockey_name"": ""秋元耕成"", ""trainer_name"": ""冨田敏男"", ""odds"": ""4.7"", ""popularity"": ""3""}, {""horse_number"": ""4"", ""horse_name"": ""ツウエンティフォー"", ""sex_age"": ""牝2"", ""weight"": ""54.0"", ""jockey_name"": ""森泰斗"", ""trainer_name"": ""小久保智"", ""odds"": ""2.5"", ""popularity"": ""1""}, {""horse_number"": ""5"", ""horse_name"": ""クマノコ"", ""sex_age"": ""牝2"", ""weight"": ""54.0"", ""jockey_name"": ""張田昂"", ""trainer_name"": ""宇野木博"", ""odds"": ""14.4"", ""popularity"": ""6""}, {""horse_number"": ""6"", ""horse_name"": ""ファイアトーチ"", ""sex_age"": ""牝2"", ""weight"": ""55.0"", ""jockey_name"": ""御神本訓"", ""trainer_name"": ""小久保智"", ""odds"": ""3.9"", ""popularity"": ""2""}, {""horse_number"": ""7"", ""horse_name"": ""ルナフォルトゥーナ"", ""sex_age"": ""牡2"", ""weight"": ""55.0"", ""jockey_name"": ""半澤慶実"", ""trainer_name"": ""藤原智行"", ""odds"": ""25.4"", ""popularity"": ""8""}, {""horse_number"": ""8"", ""horse_name"": ""ビバワセダ"", ""sex_age"": ""牝2"", ""weight"": ""52.0"", ""jockey_name"": ""佐野遥久"", ""trainer_name"": ""福田真広"", ""odds"": ""18.8"", ""popularity"": ""7""}]"
202442112108,浦和エイトチャレンジ(C1),8,浦和,16:00,ダ1500m,,"[{""horse_number"": ""1"", ""horse_name"": ""バトルホッパー"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""澤田龍哉"", ""trainer_name"": ""横山保"", ""odds"": ""17.2"", ""popularity"": ""6""}, {""horse_number"": ""2"", ""horse_name"": ""バリブラック"", ""sex_age"": ""セ5"", ""weight"": ""56.0"", ""jockey_name"": ""高橋哲也"", ""trainer_name"": ""小林真治"", ""odds"": ""68.5"", ""popularity"": ""10""}, {""horse_number"": ""3"", ""horse_name"": ""キングフリオーソ"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""和田譲治"", ""trainer_name"": ""佐々木功"", ""odds"": ""2.9"", ""popularity"": ""2""}, {""horse_number"": ""4"", ""horse_name"": ""アルティメット"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""森泰斗"", ""trainer_name"": ""小久保智"", ""odds"": ""4.7"", ""popularity"": ""3""}, {""horse_number"": ""5"", ""horse_name"": ""ツワモノ"", ""sex_age"": ""牡4"", ""weight"": ""53.0"", ""jockey_name"": ""千野稜真"", ""trainer_name"": ""田島寿一"", ""odds"": ""23.2"", ""popularity"": ""7""}, {""horse_number"": ""6"", ""horse_name"": ""エーティースピカ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""落合玄太"", ""trainer_name"": ""宇野木博"", ""odds"": ""2.5"", ""popularity"": ""1""}, {""horse_number"": ""7"", ""horse_name"": ""デアフリンガー"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""西啓太"", ""trainer_name"": ""岩本洋"", ""odds"": ""16.8"", ""popularity"": ""5""}, {""horse_number"": ""8"", ""horse_name"": ""ツーエムルーイー"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""篠谷葵"", ""trainer_name"": ""小澤宏次"", ""odds"": ""28.5"", ""popularity"": ""8""}, {""horse_number"": ""9"", ""horse_name"": ""パクスジャポニカ"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""秋元耕成"", ""trainer_name"": ""入口由美"", ""odds"": ""14.4"", ""popularity"": ""4""}, {""horse_number"": ""10"", ""horse_name"": ""ポップコーン"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""吉留孝司"", ""trainer_name"": ""平山真希"", ""odds"": ""29.2"", ""popularity"": ""9""}]"
202442112109,埼玉県養蜂協会長賞特別(C1C2),9,浦和,16:35,ダ2000m,,"[{""horse_number"": ""1"", ""horse_name"": ""コスモパンドラ"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""野畑凌"", ""trainer_name"": ""箕輪武"", ""odds"": ""4.5"", ""popularity"": ""3""}, {""horse_number"": ""2"", ""horse_name"": ""マオノオラクル"", ""sex_age"": ""牡5"", ""weight"": ""55.0"", ""jockey_name"": ""Ｍ．ミシ"", ""trainer_name"": ""渋谷信博"", ""odds"": ""22.1"", ""popularity"": ""7""}, {""horse_number"": ""3"", ""horse_name"": ""ユヅルハ"", ""sex_age"": ""牝4"", ""weight"": ""53.0"", ""jockey_name"": ""澤田龍哉"", ""trainer_name"": ""新井清重"", ""odds"": ""2.1"", ""popularity"": ""1""}, {""horse_number"": ""4"", ""horse_name"": ""ヌンヌンシー"", ""sex_age"": ""牡4"", ""weight"": ""55.0"", ""jockey_name"": ""西啓太"", ""trainer_name"": ""長谷川忍"", ""odds"": ""4.2"", ""popularity"": ""2""}, {""horse_number"": ""5"", ""horse_name"": ""ナツハヨル"", ""sex_age"": ""牝6"", ""weight"": ""55.0"", ""jockey_name"": ""七夕裕次"", ""trainer_name"": ""横山保"", ""odds"": ""21.6"", ""popularity"": ""6""}, {""horse_number"": ""6"", ""horse_name"": ""ジオヴィグラス"", ""sex_age"": ""セ6"", ""weight"": ""56.0"", ""jockey_name"": ""室陽一朗"", ""trainer_name"": ""吉田正美"", ""odds"": ""12.5"", ""popularity"": ""4""}, {""horse_number"": ""7"", ""horse_name"": ""モナークスラッガー"", ""sex_age"": ""牡4"", ""weight"": ""54.0"", ""jockey_name"": ""鷹見陸"", ""trainer_name"": ""田島寿一"", ""odds"": ""36.0"", ""popularity"": ""9""}, {""horse_number"": ""8"", ""horse_name"": ""タイムトラベラー"", ""sex_age"": ""牡4"", ""weight"": ""55.0"", ""jockey_name"": ""半澤慶実"", ""trainer_name"": ""吉田正美"", ""odds"": ""23.8"", ""popularity"": ""8""}, {""horse_number"": ""9"", ""horse_name"": ""ニューレトロ"", ""sex_age"": ""牡5"", ""weight"": ""57.0"", ""jockey_name"": ""橋本直哉"", ""trainer_name"": ""内野健二"", ""odds"": ""49.6"", ""popularity"": ""10""}, {""horse_number"": ""10"", ""horse_name"": ""キミトユメヲカケル"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""加藤和博"", ""trainer_name"": ""長谷川忍"", ""odds"": ""13.5"", ""popularity"": ""5""}]"
202442112110,埼玉県養豚協会長賞特別(B3),10,浦和,17:10,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""マテラガニア"", ""sex_age"": ""牝6"", ""weight"": ""54.0"", ""jockey_name"": ""藤江渉"", ""trainer_name"": ""水野貴史"", ""odds"": ""9.9"", ""popularity"": ""6""}, {""horse_number"": ""2"", ""horse_name"": ""スモークフレイバー"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""和田譲治"", ""trainer_name"": ""繁田健一"", ""odds"": ""4.0"", ""popularity"": ""2""}, {""horse_number"": ""3"", ""horse_name"": ""エイシンネクタル"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""御神本訓"", ""trainer_name"": ""藤原智行"", ""odds"": ""7.7"", ""popularity"": ""4""}, {""horse_number"": ""4"", ""horse_name"": ""スターサルファー"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""澤田龍哉"", ""trainer_name"": ""小澤宏次"", ""odds"": ""3.5"", ""popularity"": ""1""}, {""horse_number"": ""5"", ""horse_name"": ""メロスゴー"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""藤本現暉"", ""trainer_name"": ""箕輪武"", ""odds"": ""5.0"", ""popularity"": ""3""}, {""horse_number"": ""6"", ""horse_name"": ""オーマイオーマイ"", ""sex_age"": ""牡7"", ""weight"": ""53.0"", ""jockey_name"": ""千野稜真"", ""trainer_name"": ""内野健二"", ""odds"": ""86.4"", ""popularity"": ""11""}, {""horse_number"": ""7"", ""horse_name"": ""マスクドサムライ"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""半澤慶実"", ""trainer_name"": ""藤原智行"", ""odds"": ""44.5"", ""popularity"": ""9""}, {""horse_number"": ""8"", ""horse_name"": ""アウトパフォーム"", ""sex_age"": ""セ5"", ""weight"": ""55.0"", ""jockey_name"": ""室陽一朗"", ""trainer_name"": ""宇野木博"", ""odds"": ""95.0"", ""popularity"": ""12""}, {""horse_number"": ""9"", ""horse_name"": ""カズオルヴァル"", ""sex_age"": ""セ7"", ""weight"": ""56.0"", ""jockey_name"": ""野畑凌"", ""trainer_name"": ""箕輪武"", ""odds"": ""13.9"", ""popularity"": ""7""}, {""horse_number"": ""10"", ""horse_name"": ""ミティエラ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""内田利雄"", ""trainer_name"": ""工藤伸輔"", ""odds"": ""31.0"", ""popularity"": ""8""}, {""horse_number"": ""11"", ""horse_name"": ""ヴェルデヴェント"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""福原杏"", ""trainer_name"": ""岡林光浩"", ""odds"": ""49.1"", ""popularity"": ""10""}, {""horse_number"": ""12"", ""horse_name"": ""ヒテン"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""本橋孝太"", ""trainer_name"": ""小久保智"", ""odds"": ""8.5"", ""popularity"": ""5""}]"
202442112111,埼玉県馬事畜産振興協議会長賞特別(B1B2),11,浦和,17:45,ダ1500m,,"[{""horse_number"": ""1"", ""horse_name"": ""パールアゲイン"", ""sex_age"": ""牝5"", ""weight"": ""53.0"", ""jockey_name"": ""吉留孝司"", ""trainer_name"": ""鹿沼良和"", ""odds"": ""22.4"", ""popularity"": ""6""}, {""horse_number"": ""2"", ""horse_name"": ""ラブリアージェ"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""森泰斗"", ""trainer_name"": ""佐藤裕太"", ""odds"": ""2.5"", ""popularity"": ""1""}, {""horse_number"": ""3"", ""horse_name"": ""ロードアブソルート"", ""sex_age"": ""牡8"", ""weight"": ""56.0"", ""jockey_name"": ""木間塚龍"", ""trainer_name"": ""伊藤滋規"", ""odds"": ""87.4"", ""popularity"": ""10""}, {""horse_number"": ""4"", ""horse_name"": ""オークハンプトン"", ""sex_age"": ""牡6"", ""weight"": ""55.0"", ""jockey_name"": ""Ｍ．ミシ"", ""trainer_name"": ""岡林光浩"", ""odds"": ""29.9"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""ニヨドスマイル"", ""sex_age"": ""牡6"", ""weight"": ""55.0"", ""jockey_name"": ""藤江渉"", ""trainer_name"": ""岩本洋"", ""odds"": ""64.3"", ""popularity"": ""8""}, {""horse_number"": ""6"", ""horse_name"": ""ビナサクセス"", ""sex_age"": ""牡6"", ""weight"": ""57.0"", ""jockey_name"": ""落合玄太"", ""trainer_name"": ""水野貴史"", ""odds"": ""3.1"", ""popularity"": ""2""}, {""horse_number"": ""7"", ""horse_name"": ""セイウンパワフル"", ""sex_age"": ""牡7"", ""weight"": ""53.0"", ""jockey_name"": ""中島良美"", ""trainer_name"": ""川島豊"", ""odds"": ""74.1"", ""popularity"": ""9""}, {""horse_number"": ""8"", ""horse_name"": ""ティーファイブ"", ""sex_age"": ""牡5"", ""weight"": ""55.0"", ""jockey_name"": ""御神本訓"", ""trainer_name"": ""小久保智"", ""odds"": ""6.6"", ""popularity"": ""4""}, {""horse_number"": ""9"", ""horse_name"": ""ビッグショータイム"", ""sex_age"": ""牡3"", ""weight"": ""55.0"", ""jockey_name"": ""澤田龍哉"", ""trainer_name"": ""斉藤敏"", ""odds"": ""17.6"", ""popularity"": ""5""}, {""horse_number"": ""10"", ""horse_name"": ""スパルタレオニダス"", ""sex_age"": ""牡5"", ""weight"": ""57.0"", ""jockey_name"": ""和田譲治"", ""trainer_name"": ""繁田健一"", ""odds"": ""4.5"", ""popularity"": ""3""}]"
202442112112,埼玉県酪農協会長賞特別(C1),12,浦和,18:20,ダ2000m,,"[{""horse_number"": ""1"", ""horse_name"": ""サンレブンワース"", ""sex_age"": ""セ5"", ""weight"": ""56.0"", ""jockey_name"": ""落合玄太"", ""trainer_name"": ""工藤伸輔"", ""odds"": ""18.7"", ""popularity"": ""7""}, {""horse_number"": ""2"", ""horse_name"": ""ガラデレオン"", ""sex_age"": ""牡7"", ""weight"": ""56.0"", ""jockey_name"": ""笠野雄大"", ""trainer_name"": ""海馬澤司"", ""odds"": ""28.2"", ""popularity"": ""9""}, {""horse_number"": ""3"", ""horse_name"": ""ベルガラス"", ""sex_age"": ""牡3"", ""weight"": ""55.0"", ""jockey_name"": ""木間塚龍"", ""trainer_name"": ""斉藤敏"", ""odds"": ""8.0"", ""popularity"": ""5""}, {""horse_number"": ""4"", ""horse_name"": ""コスモビートイット"", ""sex_age"": ""牡7"", ""weight"": ""56.0"", ""jockey_name"": ""秋元耕成"", ""trainer_name"": ""川島豊"", ""odds"": ""16.6"", ""popularity"": ""6""}, {""horse_number"": ""5"", ""horse_name"": ""コルテデフィート"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""山崎誠士"", ""trainer_name"": ""甲田悟史"", ""odds"": ""24.6"", ""popularity"": ""8""}, {""horse_number"": ""6"", ""horse_name"": ""クロダブシ"", ""sex_age"": ""牡3"", ""weight"": ""54.0"", ""jockey_name"": ""Ｍ．ミシ"", ""trainer_name"": ""高野毅"", ""odds"": ""2.6"", ""popularity"": ""1""}, {""horse_number"": ""7"", ""horse_name"": ""カラフルフレスコ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""藤江渉"", ""trainer_name"": ""工藤伸輔"", ""odds"": ""6.2"", ""popularity"": ""3""}, {""horse_number"": ""8"", ""horse_name"": ""ライコウノヒカリ"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""森泰斗"", ""trainer_name"": ""水野貴史"", ""odds"": ""6.7"", ""popularity"": ""4""}, {""horse_number"": ""9"", ""horse_name"": ""グローリアスメイ"", ""sex_age"": ""牝4"", ""weight"": ""52.0"", ""jockey_name"": ""佐野遥久"", ""trainer_name"": ""河津裕昭"", ""odds"": ""4.2"", ""popularity"": ""2""}, {""horse_number"": ""10"", ""horse_name"": ""ニシノシャイニング"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""仲野光馬"", ""trainer_name"": ""佐々木清"", ""odds"": ""54.0"", ""popularity"": ""10""}]"
202448112102,C20組,2,名古屋,15:05,ダ1500m,,"[{""horse_number"": ""1"", ""horse_name"": ""エスケイプラン"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""友森翔太"", ""trainer_name"": ""塚田隆男"", ""odds"": ""21.4"", ""popularity"": ""5""}, {""horse_number"": ""2"", ""horse_name"": ""ラプンタ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""尾崎章生"", ""trainer_name"": ""本名信行"", ""odds"": ""223.7"", ""popularity"": ""9""}, {""horse_number"": ""3"", ""horse_name"": ""ダイセントロワ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""今井貴大"", ""trainer_name"": ""今津博之"", ""odds"": ""2.1"", ""popularity"": ""1""}, {""horse_number"": ""4"", ""horse_name"": ""ブナシメジ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""加藤利征"", ""trainer_name"": ""伊藤勝己"", ""odds"": ""249.7"", ""popularity"": ""10""}, {""horse_number"": ""5"", ""horse_name"": ""ハッピーベル"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""丸野勝虎"", ""trainer_name"": ""角田輝也"", ""odds"": ""2.9"", ""popularity"": ""2""}, {""horse_number"": ""6"", ""horse_name"": ""クロスロード"", ""sex_age"": ""牝8"", ""weight"": ""54.0"", ""jockey_name"": ""大原浩司"", ""trainer_name"": ""井上哲"", ""odds"": ""383.5"", ""popularity"": ""12""}, {""horse_number"": ""7"", ""horse_name"": ""モストロネーロ"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""細川智史"", ""trainer_name"": ""沖田明子"", ""odds"": ""42.1"", ""popularity"": ""6""}, {""horse_number"": ""8"", ""horse_name"": ""アルーリングソレル"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""丹羽克輝"", ""trainer_name"": ""沖田明子"", ""odds"": ""3.6"", ""popularity"": ""3""}, {""horse_number"": ""9"", ""horse_name"": ""ホームアンドドライ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""大畑雅章"", ""trainer_name"": ""今津勝之"", ""odds"": ""17.8"", ""popularity"": ""4""}, {""horse_number"": ""10"", ""horse_name"": ""ロードスタウト"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""村上弘樹"", ""trainer_name"": ""植松則幸"", ""odds"": ""43.3"", ""popularity"": ""7""}, {""horse_number"": ""11"", ""horse_name"": ""ブリエロード"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""大畑慧悟"", ""trainer_name"": ""倉地学"", ""odds"": ""370.2"", ""popularity"": ""11""}, {""horse_number"": ""12"", ""horse_name"": ""ビクトリーキャッチ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""岡村健司"", ""trainer_name"": ""沖田明子"", ""odds"": ""89.4"", ""popularity"": ""8""}]"
202448112103,C19組,3,名古屋,15:40,ダ1500m,,"[{""horse_number"": ""1"", ""horse_name"": ""レオボンバイエ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""村上弘樹"", ""trainer_name"": ""榎屋充"", ""odds"": ""13.3"", ""popularity"": ""6""}, {""horse_number"": ""2"", ""horse_name"": ""ロードクリーガー"", ""sex_age"": ""牡7"", ""weight"": ""54.0"", ""jockey_name"": ""木之前葵"", ""trainer_name"": ""植松則幸"", ""odds"": ""57.7"", ""popularity"": ""11""}, {""horse_number"": ""3"", ""horse_name"": ""オーブラボー"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""柿原翔"", ""trainer_name"": ""藤ヶ崎一"", ""odds"": ""26.0"", ""popularity"": ""7""}, {""horse_number"": ""4"", ""horse_name"": ""ウィズユアハート"", ""sex_age"": ""牝3"", ""weight"": ""52.0"", ""jockey_name"": ""宮下瞳"", ""trainer_name"": ""川西毅"", ""odds"": ""9.4"", ""popularity"": ""4""}, {""horse_number"": ""5"", ""horse_name"": ""タキトゥス"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""丸野勝虎"", ""trainer_name"": ""倉地学"", ""odds"": ""34.6"", ""popularity"": ""10""}, {""horse_number"": ""6"", ""horse_name"": ""サブリナワルツ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""今井貴大"", ""trainer_name"": ""安部幸夫"", ""odds"": ""173.3"", ""popularity"": ""12""}, {""horse_number"": ""7"", ""horse_name"": ""クリノエクリプス"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""山田祥雄"", ""trainer_name"": ""今津勝之"", ""odds"": ""10.1"", ""popularity"": ""5""}, {""horse_number"": ""8"", ""horse_name"": ""ヘルト"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""岡部誠"", ""trainer_name"": ""角田輝也"", ""odds"": ""2.4"", ""popularity"": ""1""}, {""horse_number"": ""9"", ""horse_name"": ""フラッシュドロー"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""岡村健司"", ""trainer_name"": ""沖田明子"", ""odds"": ""32.5"", ""popularity"": ""9""}, {""horse_number"": ""10"", ""horse_name"": ""ヴォーグアルタイル"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""加藤聡一"", ""trainer_name"": ""原口次夫"", ""odds"": ""5.3"", ""popularity"": ""3""}, {""horse_number"": ""11"", ""horse_name"": ""モーニングスカイ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""細川智史"", ""trainer_name"": ""塚田隆男"", ""odds"": ""4.4"", ""popularity"": ""2""}, {""horse_number"": ""12"", ""horse_name"": ""ウォーターストンプ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""友森翔太"", ""trainer_name"": ""塚田隆男"", ""odds"": ""30.5"", ""popularity"": ""8""}]"
202448112104,C18組,4,名古屋,16:15,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""ヤーゴ"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""丹羽克輝"", ""trainer_name"": ""安部幸夫"", ""odds"": ""12.1"", ""popularity"": ""4""}, {""horse_number"": ""2"", ""horse_name"": ""フミソニック"", ""sex_age"": ""牝3"", ""weight"": ""53.0"", ""jockey_name"": ""望月洵輝"", ""trainer_name"": ""櫻井今朝"", ""odds"": ""15.7"", ""popularity"": ""6""}, {""horse_number"": ""3"", ""horse_name"": ""ウォーターアレ"", ""sex_age"": ""牡3"", ""weight"": ""56.0"", ""jockey_name"": ""友森翔太"", ""trainer_name"": ""塚田隆男"", ""odds"": ""14.2"", ""popularity"": ""5""}, {""horse_number"": ""4"", ""horse_name"": ""ルヴォンサンライズ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""塚本征吾"", ""trainer_name"": ""沖田明子"", ""odds"": ""17.0"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""フッカツノチギリ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""大畑慧悟"", ""trainer_name"": ""地辺幸一"", ""odds"": ""11.5"", ""popularity"": ""3""}, {""horse_number"": ""6"", ""horse_name"": ""ユイノペニーワイズ"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""加藤利征"", ""trainer_name"": ""錦見勇夫"", ""odds"": ""60.9"", ""popularity"": ""11""}, {""horse_number"": ""7"", ""horse_name"": ""コンジュラー"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""細川智史"", ""trainer_name"": ""迫田清美"", ""odds"": ""22.4"", ""popularity"": ""8""}, {""horse_number"": ""8"", ""horse_name"": ""シルクニードル"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""岡村健司"", ""trainer_name"": ""今津博之"", ""odds"": ""9.0"", ""popularity"": ""2""}, {""horse_number"": ""9"", ""horse_name"": ""ウィージャスト"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""加藤聡一"", ""trainer_name"": ""川西毅"", ""odds"": ""1.5"", ""popularity"": ""1""}, {""horse_number"": ""10"", ""horse_name"": ""マルモリハピネス"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""山田祥雄"", ""trainer_name"": ""川西毅"", ""odds"": ""32.8"", ""popularity"": ""10""}, {""horse_number"": ""11"", ""horse_name"": ""クールフレア"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""加藤翔馬"", ""trainer_name"": ""錦見勇夫"", ""odds"": ""426.4"", ""popularity"": ""12""}, {""horse_number"": ""12"", ""horse_name"": ""サノノミッキー"", ""sex_age"": ""牝3"", ""weight"": ""52.0"", ""jockey_name"": ""木之前葵"", ""trainer_name"": ""植松則幸"", ""odds"": ""23.6"", ""popularity"": ""9""}]"
