race_id,race_name,race_number,venue_name,start_time,course_info,race_details,entries
202536041412,若草特別(A),12,水沢,18:10,ダ1600m,,"[{""horse_number"": ""1"", ""horse_name"": ""タイセイメガロス"", ""sex_age"": ""牡8"", ""weight"": ""56.0"", ""jockey_name"": ""及川裕一"", ""trainer_name"": ""木村暁"", ""odds"": ""34.5"", ""popularity"": ""10""}, {""horse_number"": ""2"", ""horse_name"": ""ヤマニンエステル"", ""sex_age"": ""牡7"", ""weight"": ""56.0"", ""jockey_name"": ""鈴木祐"", ""trainer_name"": ""伊藤和忍"", ""odds"": ""24.9"", ""popularity"": ""7""}, {""horse_number"": ""3"", ""horse_name"": ""クレーンロケット"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""菅原辰徳"", ""trainer_name"": ""佐藤雅彦"", ""odds"": ""42.0"", ""popularity"": ""11""}, {""horse_number"": ""4"", ""horse_name"": ""サンエイブレーヴ"", ""sex_age"": ""セ6"", ""weight"": ""53.0"", ""jockey_name"": ""坂井瑛音"", ""trainer_name"": ""菅原勲"", ""odds"": ""10.6"", ""popularity"": ""4""}, {""horse_number"": ""5"", ""horse_name"": ""ベルベストランナー"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""岩本怜"", ""trainer_name"": ""千葉幸喜"", ""odds"": ""82.6"", ""popularity"": ""12""}, {""horse_number"": ""6"", ""horse_name"": ""サクラトップラン"", ""sex_age"": ""牝6"", ""weight"": ""54.0"", ""jockey_name"": ""山本聡紀"", ""trainer_name"": ""伊藤和忍"", ""odds"": ""29.4"", ""popularity"": ""8""}, {""horse_number"": ""7"", ""horse_name"": ""カミノカガヤキ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""塚本涼人"", ""trainer_name"": ""村上実"", ""odds"": ""24.2"", ""popularity"": ""6""}, {""horse_number"": ""8"", ""horse_name"": ""ケープライト"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""佐々木志"", ""trainer_name"": ""佐藤浩一"", ""odds"": ""32.9"", ""popularity"": ""9""}, {""horse_number"": ""9"", ""horse_name"": ""サトノミスチーフ"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""山本政聡"", ""trainer_name"": ""斉藤雄一"", ""odds"": ""1.6"", ""popularity"": ""1""}, {""horse_number"": ""10"", ""horse_name"": ""サンエイウイング"", ""sex_age"": ""牡8"", ""weight"": ""56.0"", ""jockey_name"": ""山本聡哉"", ""trainer_name"": ""佐藤浩一"", ""odds"": ""8.2"", ""popularity"": ""3""}, {""horse_number"": ""11"", ""horse_name"": ""ホッコーライデン"", ""sex_age"": ""牡11"", ""weight"": ""56.0"", ""jockey_name"": ""高松亮"", ""trainer_name"": ""佐藤雅彦"", ""odds"": ""18.9"", ""popularity"": ""5""}, {""horse_number"": ""12"", ""horse_name"": ""ゲンパチプライド"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""村上忍"", ""trainer_name"": ""村上実"", ""odds"": ""6.7"", ""popularity"": ""2""}]"
202544041402,C3六七,2,大井,15:02,ダ1200m,,"[{""horse_number"": ""1"", ""horse_name"": ""アンタゴニスタ"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""山林堂信"", ""trainer_name"": ""小野寺晋"", ""odds"": ""113.3"", ""popularity"": ""13""}, {""horse_number"": ""2"", ""horse_name"": ""モンゲーサクラ"", ""sex_age"": ""牝7"", ""weight"": ""54.0"", ""jockey_name"": ""新原周馬"", ""trainer_name"": ""上杉昌宏"", ""odds"": ""37.5"", ""popularity"": ""8""}, {""horse_number"": ""3"", ""horse_name"": ""ブロードファイラム"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""高野誠毅"", ""trainer_name"": ""高橋清顕"", ""odds"": ""77.3"", ""popularity"": ""12""}, {""horse_number"": ""4"", ""horse_name"": ""マーカンエミーオ"", ""sex_age"": ""牡5"", ""weight"": ""54.0"", ""jockey_name"": ""谷内貫太"", ""trainer_name"": ""嶋田幸晴"", ""odds"": ""7.5"", ""popularity"": ""3""}, {""horse_number"": ""5"", ""horse_name"": ""ドンナドンナ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""田中洸多"", ""trainer_name"": ""橋本和馬"", ""odds"": ""10.1"", ""popularity"": ""5""}, {""horse_number"": ""6"", ""horse_name"": ""クリスピノ"", ""sex_age"": ""セ6"", ""weight"": ""56.0"", ""jockey_name"": ""笹川翼"", ""trainer_name"": ""森下淳平"", ""odds"": ""2.1"", ""popularity"": ""1""}, {""horse_number"": ""7"", ""horse_name"": ""ファインスカート"", ""sex_age"": ""牝4"", ""weight"": ""51.0"", ""jockey_name"": ""杉山海波"", ""trainer_name"": ""久保杉隆"", ""odds"": ""55.2"", ""popularity"": ""9""}, {""horse_number"": ""8"", ""horse_name"": ""タマゴカケゴハン"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""菅原涼太"", ""trainer_name"": ""小野寺晋"", ""odds"": ""20.8"", ""popularity"": ""7""}, {""horse_number"": ""9"", ""horse_name"": ""クリノソレイユ"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""野畑凌"", ""trainer_name"": ""村上頼章"", ""odds"": ""67.7"", ""popularity"": ""10""}, {""horse_number"": ""10"", ""horse_name"": ""ゴルドヴァッサー"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""遠藤健太"", ""trainer_name"": ""佐々木洋"", ""odds"": ""195.1"", ""popularity"": ""14""}, {""horse_number"": ""11"", ""horse_name"": ""ケイリュウオー"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""達城龍次"", ""trainer_name"": ""月岡健二"", ""odds"": ""9.0"", ""popularity"": ""4""}, {""horse_number"": ""12"", ""horse_name"": ""ポンドスプリング"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""石川駿介"", ""trainer_name"": ""朝倉実"", ""odds"": ""72.9"", ""popularity"": ""11""}, {""horse_number"": ""13"", ""horse_name"": ""ストロングフレイヤ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""吉井章"", ""trainer_name"": ""蛯名雄太"", ""odds"": ""11.3"", ""popularity"": ""6""}, {""horse_number"": ""14"", ""horse_name"": ""マルカンマイヤー"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""今野忠成"", ""trainer_name"": ""佐々木洋"", ""odds"": ""5.4"", ""popularity"": ""2""}]"
202547041409,笠松町商工会特別(B),9,笠松,16:00,ダ1600m,,"[{""horse_number"": ""1"", ""horse_name"": ""ケンブリッジユウ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""筒井勇介"", ""trainer_name"": ""田口輝彦"", ""odds"": ""3.0"", ""popularity"": ""1""}, {""horse_number"": ""2"", ""horse_name"": ""シホノインプルソ"", ""sex_age"": ""牡5"", ""weight"": ""58.0"", ""jockey_name"": ""渡辺竜也"", ""trainer_name"": ""笹野博司"", ""odds"": ""5.2"", ""popularity"": ""3""}, {""horse_number"": ""3"", ""horse_name"": ""トゥルーグリット"", ""sex_age"": ""牡8"", ""weight"": ""57.0"", ""jockey_name"": ""藤原幹生"", ""trainer_name"": ""笹野博司"", ""odds"": ""3.1"", ""popularity"": ""2""}, {""horse_number"": ""4"", ""horse_name"": ""マーミンラブ"", ""sex_age"": ""牝6"", ""weight"": ""53.0"", ""jockey_name"": ""深澤杏花"", ""trainer_name"": ""田口輝彦"", ""odds"": ""12.4"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""ドラムライム"", ""sex_age"": ""セ4"", ""weight"": ""57.0"", ""jockey_name"": ""岡部誠"", ""trainer_name"": ""加藤幸保"", ""odds"": ""8.4"", ""popularity"": ""4""}, {""horse_number"": ""6"", ""horse_name"": ""トーホウビエント"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""柿本量平"", ""trainer_name"": ""川嶋弘吉"", ""odds"": ""182.9"", ""popularity"": ""8""}, {""horse_number"": ""7"", ""horse_name"": ""アイガットユー"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""向山牧"", ""trainer_name"": ""後藤正義"", ""odds"": ""9.6"", ""popularity"": ""5""}, {""horse_number"": ""8"", ""horse_name"": ""ノアブラック"", ""sex_age"": ""セ7"", ""weight"": ""57.0"", ""jockey_name"": ""森島貴之"", ""trainer_name"": ""伊藤強一"", ""odds"": ""11.4"", ""popularity"": ""6""}]"
202544041404,3歳選抜牝馬,4,大井,16:07,ダ1200m,,"[{""horse_number"": ""1"", ""horse_name"": ""クワイエットエニフ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""西啓太"", ""trainer_name"": ""真島大輔"", ""odds"": ""7.2"", ""popularity"": ""4""}, {""horse_number"": ""2"", ""horse_name"": ""レナ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""野畑凌"", ""trainer_name"": ""阪本一栄"", ""odds"": ""89.6"", ""popularity"": ""13""}, {""horse_number"": ""3"", ""horse_name"": ""カリスマエートス"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""千田洋"", ""trainer_name"": ""的場直之"", ""odds"": ""28.4"", ""popularity"": ""10""}, {""horse_number"": ""4"", ""horse_name"": ""レディサムライ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""安藤洋一"", ""trainer_name"": ""佐宗応和"", ""odds"": ""18.0"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""フオメンタ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""本田正重"", ""trainer_name"": ""福田真広"", ""odds"": ""5.0"", ""popularity"": ""3""}, {""horse_number"": ""6"", ""horse_name"": ""ハルランランラン"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""本村直樹"", ""trainer_name"": ""納谷和玖"", ""odds"": ""67.5"", ""popularity"": ""11""}, {""horse_number"": ""7"", ""horse_name"": ""ライウ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""町田直希"", ""trainer_name"": ""須田和伸"", ""odds"": ""18.1"", ""popularity"": ""8""}, {""horse_number"": ""8"", ""horse_name"": ""ジーティーケリー"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""藤田凌"", ""trainer_name"": ""中道啓二"", ""odds"": ""4.8"", ""popularity"": ""2""}, {""horse_number"": ""9"", ""horse_name"": ""オロブランコ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""御神本訓"", ""trainer_name"": ""高橋清顕"", ""odds"": ""4.7"", ""popularity"": ""1""}, {""horse_number"": ""10"", ""horse_name"": ""アースグラビティ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""中村尚平"", ""trainer_name"": ""鈴木啓之"", ""odds"": ""19.6"", ""popularity"": ""9""}, {""horse_number"": ""11"", ""horse_name"": ""ラバテラジェーン"", ""sex_age"": ""牝3"", ""weight"": ""52.0"", ""jockey_name"": ""谷内貫太"", ""trainer_name"": ""市村誠"", ""odds"": ""188.1"", ""popularity"": ""14""}, {""horse_number"": ""12"", ""horse_name"": ""グラスコメット"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""高野誠毅"", ""trainer_name"": ""上杉昌宏"", ""odds"": ""8.9"", ""popularity"": ""6""}, {""horse_number"": ""13"", ""horse_name"": ""ハルウララカ"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""仲原大生"", ""trainer_name"": ""栗田泰昌"", ""odds"": ""70.6"", ""popularity"": ""12""}, {""horse_number"": ""14"", ""horse_name"": ""サングラウコーピス"", ""sex_age"": ""牝3"", ""weight"": ""54.0"", ""jockey_name"": ""笹川翼"", ""trainer_name"": ""福田真広"", ""odds"": ""7.4"", ""popularity"": ""5""}]"
202536041409,C1,9,水沢,16:25,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""ユーカリプタス"", ""sex_age"": ""セ5"", ""weight"": ""56.0"", ""jockey_name"": ""佐々木志"", ""trainer_name"": ""小林俊彦"", ""odds"": ""5.1"", ""popularity"": ""2""}, {""horse_number"": ""2"", ""horse_name"": ""バラージファイア"", ""sex_age"": ""セ5"", ""weight"": ""56.0"", ""jockey_name"": ""小林凌"", ""trainer_name"": ""飯田弘道"", ""odds"": ""39.4"", ""popularity"": ""10""}, {""horse_number"": ""3"", ""horse_name"": ""ヤマジュンサルサ"", ""sex_age"": ""牝8"", ""weight"": ""54.0"", ""jockey_name"": ""大坪慎"", ""trainer_name"": ""橘友和"", ""odds"": ""12.2"", ""popularity"": ""6""}, {""horse_number"": ""4"", ""horse_name"": ""ダイヤモンドブルー"", ""sex_age"": ""牝7"", ""weight"": ""54.0"", ""jockey_name"": ""山本聡哉"", ""trainer_name"": ""伊藤和忍"", ""odds"": ""7.8"", ""popularity"": ""5""}, {""horse_number"": ""5"", ""horse_name"": ""フォルトゥーレ"", ""sex_age"": ""セ9"", ""weight"": ""56.0"", ""jockey_name"": ""鈴木祐"", ""trainer_name"": ""工藤裕孝"", ""odds"": ""7.5"", ""popularity"": ""4""}, {""horse_number"": ""6"", ""horse_name"": ""ボルドーグリフォン"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""及川裕一"", ""trainer_name"": ""菅原右吉"", ""odds"": ""15.0"", ""popularity"": ""7""}, {""horse_number"": ""7"", ""horse_name"": ""グレースアイリス"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""塚本涼人"", ""trainer_name"": ""酒井仁"", ""odds"": ""16.2"", ""popularity"": ""8""}, {""horse_number"": ""8"", ""horse_name"": ""ファームフレッシュ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""岩本怜"", ""trainer_name"": ""橘友和"", ""odds"": ""2.8"", ""popularity"": ""1""}, {""horse_number"": ""9"", ""horse_name"": ""レアリアルノーヴ"", ""sex_age"": ""牝6"", ""weight"": ""54.0"", ""jockey_name"": ""山本聡紀"", ""trainer_name"": ""三野宮通"", ""odds"": ""6.4"", ""popularity"": ""3""}, {""horse_number"": ""10"", ""horse_name"": ""モルデュール"", ""sex_age"": ""牡5"", ""weight"": ""53.0"", ""jockey_name"": ""坂井瑛音"", ""trainer_name"": ""伊藤和忍"", ""odds"": ""22.3"", ""popularity"": ""9""}]"
202547041410,春光特別(C),10,笠松,16:35,ダ1600m,,"[{""horse_number"": ""1"", ""horse_name"": ""ハワイアンアイコン"", ""sex_age"": ""牡4"", ""weight"": ""57.0"", ""jockey_name"": ""渡辺竜也"", ""trainer_name"": ""笹野博司"", ""odds"": ""1.0"", ""popularity"": ""1""}, {""horse_number"": ""2"", ""horse_name"": ""パウンシングプーマ"", ""sex_age"": ""牝7"", ""weight"": ""53.0"", ""jockey_name"": ""深澤杏花"", ""trainer_name"": ""加藤幸保"", ""odds"": ""92.9"", ""popularity"": ""6""}, {""horse_number"": ""3"", ""horse_name"": ""アユ"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""藤原幹生"", ""trainer_name"": ""後藤正義"", ""odds"": ""18.0"", ""popularity"": ""4""}, {""horse_number"": ""4"", ""horse_name"": ""ミヤビエクセレント"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""大原浩司"", ""trainer_name"": ""森山広大"", ""odds"": ""12.3"", ""popularity"": ""3""}, {""horse_number"": ""5"", ""horse_name"": ""キチロクサクラ"", ""sex_age"": ""牝4"", ""weight"": ""53.0"", ""jockey_name"": ""明星晴大"", ""trainer_name"": ""後藤佑耶"", ""odds"": ""192.7"", ""popularity"": ""7""}, {""horse_number"": ""6"", ""horse_name"": ""ホクセンキングオー"", ""sex_age"": ""セ5"", ""weight"": ""57.0"", ""jockey_name"": ""東川慎"", ""trainer_name"": ""後藤正義"", ""odds"": ""11.4"", ""popularity"": ""2""}, {""horse_number"": ""7"", ""horse_name"": ""キセキノクニ"", ""sex_age"": ""セ4"", ""weight"": ""57.0"", ""jockey_name"": ""岡部誠"", ""trainer_name"": ""伊藤強一"", ""odds"": ""20.6"", ""popularity"": ""5""}]"
202544041401,C3六七,1,大井,14:30,ダ1600m,,"[{""horse_number"": ""1"", ""horse_name"": ""エイシンペリドット"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""菅原涼太"", ""trainer_name"": ""小野寺晋"", ""odds"": ""8.3"", ""popularity"": ""3""}, {""horse_number"": ""2"", ""horse_name"": ""ノアサンサン"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""達城龍次"", ""trainer_name"": ""鷹見浩"", ""odds"": ""11.0"", ""popularity"": ""6""}, {""horse_number"": ""3"", ""horse_name"": ""アイテール"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""石川駿介"", ""trainer_name"": ""赤嶺亮"", ""odds"": ""4.4"", ""popularity"": ""2""}, {""horse_number"": ""4"", ""horse_name"": ""ハルノマリーナ"", ""sex_age"": ""牝8"", ""weight"": ""54.0"", ""jockey_name"": ""池谷匠翔"", ""trainer_name"": ""遠藤茂"", ""odds"": ""27.6"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""グローリーエックス"", ""sex_age"": ""セ7"", ""weight"": ""56.0"", ""jockey_name"": ""山林堂信"", ""trainer_name"": ""渡部則夫"", ""odds"": ""100.6"", ""popularity"": ""11""}, {""horse_number"": ""6"", ""horse_name"": ""カゼノタニノメロン"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""室陽一朗"", ""trainer_name"": ""小野寺晋"", ""odds"": ""61.8"", ""popularity"": ""10""}, {""horse_number"": ""7"", ""horse_name"": ""トウキョーバサラ"", ""sex_age"": ""牝4"", ""weight"": ""51.0"", ""jockey_name"": ""杉山海波"", ""trainer_name"": ""村上頼章"", ""odds"": ""59.2"", ""popularity"": ""9""}, {""horse_number"": ""8"", ""horse_name"": ""ハニーナイト"", ""sex_age"": ""牝6"", ""weight"": ""54.0"", ""jockey_name"": ""中村尚平"", ""trainer_name"": ""渡部則夫"", ""odds"": ""10.1"", ""popularity"": ""5""}, {""horse_number"": ""9"", ""horse_name"": ""カットビホッキマン"", ""sex_age"": ""セ5"", ""weight"": ""56.0"", ""jockey_name"": ""江里口裕"", ""trainer_name"": ""久保杉隆"", ""odds"": ""9.0"", ""popularity"": ""4""}, {""horse_number"": ""10"", ""horse_name"": ""アンロック"", ""sex_age"": ""牝4"", ""weight"": ""52.0"", ""jockey_name"": ""谷内貫太"", ""trainer_name"": ""佐宗応和"", ""odds"": ""57.6"", ""popularity"": ""8""}, {""horse_number"": ""11"", ""horse_name"": ""スターチャーム"", ""sex_age"": ""牝5"", ""weight"": ""51.0"", ""jockey_name"": ""小野俊斗"", ""trainer_name"": ""高野毅"", ""odds"": ""2.0"", ""popularity"": ""1""}]"
202547041404,なんてすてきな毎日カップ(C),4,笠松,13:10,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""アドマーニ"", ""sex_age"": ""セ4"", ""weight"": ""57.0"", ""jockey_name"": ""岡部誠"", ""trainer_name"": ""伊藤強一"", ""odds"": ""6.7"", ""popularity"": ""2""}, {""horse_number"": ""2"", ""horse_name"": ""シンボリタイプ"", ""sex_age"": ""牡5"", ""weight"": ""57.0"", ""jockey_name"": ""馬渕繁治"", ""trainer_name"": ""森山英雄"", ""odds"": ""54.7"", ""popularity"": ""7""}, {""horse_number"": ""3"", ""horse_name"": ""ウィズホープ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""渡辺竜也"", ""trainer_name"": ""笹野博司"", ""odds"": ""1.5"", ""popularity"": ""1""}, {""horse_number"": ""4"", ""horse_name"": ""ミックスアップ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""大原浩司"", ""trainer_name"": ""森山英雄"", ""odds"": ""41.4"", ""popularity"": ""6""}, {""horse_number"": ""5"", ""horse_name"": ""ハーピーヴァルキリ"", ""sex_age"": ""牝6"", ""weight"": ""55.0"", ""jockey_name"": ""丸野勝虎"", ""trainer_name"": ""栗本陽一"", ""odds"": ""7.9"", ""popularity"": ""4""}, {""horse_number"": ""6"", ""horse_name"": ""モリノリオン"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""塚本征吾"", ""trainer_name"": ""藤田正治"", ""odds"": ""84.6"", ""popularity"": ""8""}, {""horse_number"": ""7"", ""horse_name"": ""ヨッシーステージ"", ""sex_age"": ""牡4"", ""weight"": ""55.0"", ""jockey_name"": ""松本一心"", ""trainer_name"": ""後藤正義"", ""odds"": ""6.8"", ""popularity"": ""3""}, {""horse_number"": ""8"", ""horse_name"": ""カインドオブユー"", ""sex_age"": ""牡4"", ""weight"": ""57.0"", ""jockey_name"": ""東川慎"", ""trainer_name"": ""後藤正義"", ""odds"": ""8.8"", ""popularity"": ""5""}]"
202547041401,C18組,1,笠松,11:35,ダ1400m,,"[{""horse_number"": ""1"", ""horse_name"": ""アップテンポラーレ"", ""sex_age"": ""牝5"", ""weight"": ""55.0"", ""jockey_name"": ""望月洵輝"", ""trainer_name"": ""藤田正治"", ""odds"": ""22.4"", ""popularity"": ""5""}, {""horse_number"": ""2"", ""horse_name"": ""ヴェントアズーロ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""高木健"", ""trainer_name"": ""栗本陽一"", ""odds"": ""116.5"", ""popularity"": ""8""}, {""horse_number"": ""3"", ""horse_name"": ""サクラセンターベア"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""藤原幹生"", ""trainer_name"": ""後藤正義"", ""odds"": ""3.1"", ""popularity"": ""2""}, {""horse_number"": ""4"", ""horse_name"": ""パイロズブリッジ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""筒井勇介"", ""trainer_name"": ""笹野博司"", ""odds"": ""3.3"", ""popularity"": ""3""}, {""horse_number"": ""5"", ""horse_name"": ""チュウオーラム"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""森島貴之"", ""trainer_name"": ""伊藤勝好"", ""odds"": ""72.8"", ""popularity"": ""7""}, {""horse_number"": ""6"", ""horse_name"": ""デュアルアップ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""渡辺竜也"", ""trainer_name"": ""笹野博司"", ""odds"": ""2.1"", ""popularity"": ""1""}, {""horse_number"": ""7"", ""horse_name"": ""ペプチドカンナ"", ""sex_age"": ""牝5"", ""weight"": ""53.0"", ""jockey_name"": ""松本一心"", ""trainer_name"": ""川嶋弘吉"", ""odds"": ""17.3"", ""popularity"": ""4""}, {""horse_number"": ""8"", ""horse_name"": ""ムビュリミュゴボカ"", ""sex_age"": ""牝4"", ""weight"": ""55.0"", ""jockey_name"": ""東川慎"", ""trainer_name"": ""後藤正義"", ""odds"": ""48.1"", ""popularity"": ""6""}]"
202544041408,フラミンゴ・レディ賞(C215),8,大井,18:20,ダ1600m,,"[{""horse_number"": ""1"", ""horse_name"": ""オニクダイスキマン"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""達城龍次"", ""trainer_name"": ""村上頼章"", ""odds"": ""7.0"", ""popularity"": ""3""}, {""horse_number"": ""2"", ""horse_name"": ""ライシアム"", ""sex_age"": ""牡4"", ""weight"": ""56.0"", ""jockey_name"": ""吉井章"", ""trainer_name"": ""月岡健二"", ""odds"": ""12.1"", ""popularity"": ""4""}, {""horse_number"": ""3"", ""horse_name"": ""エルマスフエルテ"", ""sex_age"": ""牡9"", ""weight"": ""56.0"", ""jockey_name"": ""菅原涼太"", ""trainer_name"": ""久保杉隆"", ""odds"": ""90.2"", ""popularity"": ""8""}, {""horse_number"": ""4"", ""horse_name"": ""フィリピーヌ"", ""sex_age"": ""牝5"", ""weight"": ""54.0"", ""jockey_name"": ""藤田凌"", ""trainer_name"": ""福永敏"", ""odds"": ""45.5"", ""popularity"": ""7""}, {""horse_number"": ""5"", ""horse_name"": ""ラモラック"", ""sex_age"": ""牡5"", ""weight"": ""56.0"", ""jockey_name"": ""西啓太"", ""trainer_name"": ""佐宗応和"", ""odds"": ""1.6"", ""popularity"": ""1""}, {""horse_number"": ""6"", ""horse_name"": ""シードザブレイク"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""野畑凌"", ""trainer_name"": ""阪本一栄"", ""odds"": ""92.4"", ""popularity"": ""9""}, {""horse_number"": ""7"", ""horse_name"": ""ゴッドモード"", ""sex_age"": ""牡6"", ""weight"": ""56.0"", ""jockey_name"": ""安藤洋一"", ""trainer_name"": ""市村誠"", ""odds"": ""18.4"", ""popularity"": ""5""}, {""horse_number"": ""8"", ""horse_name"": ""オールエクシード"", ""sex_age"": ""牝4"", ""weight"": ""54.0"", ""jockey_name"": ""田中洸多"", ""trainer_name"": ""小野寺晋"", ""odds"": ""138.6"", ""popularity"": ""10""}, {""horse_number"": ""9"", ""horse_name"": ""ミチノシチリア"", ""sex_age"": ""牡7"", ""weight"": ""56.0"", ""jockey_name"": ""岡村健司"", ""trainer_name"": ""嶋田幸晴"", ""odds"": ""21.6"", ""popularity"": ""6""}, {""horse_number"": ""10"", ""horse_name"": ""ビーザチェンジ"", ""sex_age"": ""牡9"", ""weight"": ""53.0"", ""jockey_name"": ""木澤奨"", ""trainer_name"": ""吉井竜一"", ""odds"": ""216.5"", ""popularity"": ""11""}, {""horse_number"": ""11"", ""horse_name"": ""キバルスター"", ""sex_age"": ""牡6"", ""weight"": ""55.0"", ""jockey_name"": ""鷹見陸"", ""trainer_name"": ""阪本一栄"", ""odds"": ""4.3"", ""popularity"": ""2""}]"
